name,lat,long,country,state
Bay Minette,30.88296,-87.77305,US,AL
Edna,28.97859,-96.64609,US,TX
Bayou La Batre,30.40352,-88.24852,US,AL
Henderson,32.15322,-94.79938,US,TX
Natalia,29.18968,-98.86253,US,TX
Bear Creek,34.27482,-87.70058,US,AL
Fort Hunt,38.73289,-77.05803,US,VA
Yorktown,37.23876,-76.50967,US,VA
Brighton,33.43428,-86.94721,US,AL
Ocean View,38.54511,-75.08907,US,DE
Berry,33.65983,-87.60001,US,AL
Trinity,28.18085,-82.68177,US,FL
Villas,26.55035,-81.8687,US,FL
Bessemer,33.40178,-86.95444,US,AL
Aurora,39.057,-84.90134,US,IN
New Pekin,38.50506,-86.01692,US,IN
Stockton,39.43807,-99.2651,US,KS
Paducah,37.08339,-88.60005,US,KY
Monticello,32.59653,-91.394,US,LA
Red Chute,32.55598,-93.61323,US,LA
Jessup,39.14927,-76.77525,US,MD
Birmingham,33.52066,-86.80249,US,AL
Delhi Hills,39.09284,-84.61272,US,OH
Turpin Hills,39.11006,-84.37994,US,OH
Lugoff,34.22737,-80.68925,US,SC
Blountsville,34.08149,-86.5911,US,AL
Blue Ridge,32.49264,-86.19052,US,AL
Buda,30.08521,-97.84028,US,TX
Boaz,34.20065,-86.16637,US,AL
Brent,32.93735,-87.16472,US,AL
Brewton,31.10518,-87.07219,US,AL
Bridgeport,34.94758,-85.71442,US,AL
Brook Highland,33.43566,-86.67388,US,AL
Brookside,33.63788,-86.91666,US,AL
Brookwood,33.25567,-87.32083,US,AL
Brundidge,31.72016,-85.81606,US,AL
Butler,32.08959,-88.22197,US,AL
Bynum,33.61316,-85.96108,US,AL
Cahaba Heights,33.464,-86.73193,US,AL
Calera,33.1029,-86.7536,US,AL
Camden,31.99098,-87.29055,US,AL
Camp Hill,32.80041,-85.65357,US,AL
Carbon Hill,33.89177,-87.52612,US,AL
Carrollton,33.26179,-88.09503,US,AL
Cedar Bluff,34.22009,-85.60774,US,AL
Center Point,33.64566,-86.6836,US,AL
Centre,34.15204,-85.67885,US,AL
Centreville,32.9462,-87.11669,US,AL
Chalkville,33.65316,-86.64777,US,AL
Chatom,31.46517,-88.25446,US,AL
Chelsea,33.34011,-86.63026,US,AL
Cherokee,34.75703,-87.97281,US,AL
Chickasaw,30.7638,-88.07472,US,AL
Childersburg,33.27817,-86.35498,US,AL
Choccolocco,33.65927,-85.70357,US,AL
Citronelle,31.09073,-88.22806,US,AL
Clanton,32.83874,-86.62943,US,AL
Clay,33.7026,-86.59971,US,AL
Clayton,31.87822,-85.44966,US,AL
Cleveland,33.99093,-86.57749,US,AL
Clio,31.70878,-85.6105,US,AL
Coaling,33.15901,-87.34083,US,AL
Collinsville,34.26398,-85.86053,US,AL
Columbiana,33.17817,-86.60721,US,AL
Concord,33.46761,-87.03111,US,AL
Coosada,32.49791,-86.33136,US,AL
Cordova,33.75983,-87.18333,US,AL
Cottonwood,31.04879,-85.30493,US,AL
Cowarts,31.20018,-85.30465,US,AL
Creola,30.89185,-88.03972,US,AL
Crossville,34.28759,-85.99414,US,AL
Cullman,34.17482,-86.84361,US,AL
Dadeville,32.83124,-85.76357,US,AL
Daleville,31.31017,-85.71299,US,AL
Danville,34.41454,-87.08751,US,AL
Daphne,30.60353,-87.9036,US,AL
Dauphin Island,30.25548,-88.10972,US,AL
Deatsville,32.60819,-86.39581,US,AL
Decatur,34.60593,-86.98334,US,AL
Demopolis,32.51764,-87.8364,US,AL
Dora,33.72872,-87.09028,US,AL
Dothan,31.22323,-85.39049,US,AL
Double Springs,34.14649,-87.40224,US,AL
East Brewton,31.09323,-87.06275,US,AL
East Florence,34.80953,-87.64947,US,AL
Eclectic,32.63541,-86.03441,US,AL
Elberta,30.41436,-87.59776,US,AL
Enterprise,31.31517,-85.85522,US,AL
Eufaula,31.89127,-85.14549,US,AL
Eutaw,32.84068,-87.88751,US,AL
Evergreen,31.4335,-86.95692,US,AL
Fairfield,33.48594,-86.91194,US,AL
Fairhope,30.52297,-87.90333,US,AL
Falkville,34.36843,-86.90862,US,AL
Fayette,33.68455,-87.83085,US,AL
Fayetteville,33.14567,-86.40581,US,AL
Flint City,34.52315,-86.97029,US,AL
Florala,31.00518,-86.328,US,AL
Florence,34.79981,-87.67725,US,AL
Flomaton,31.00018,-87.26081,US,AL
Foley,30.40659,-87.6836,US,AL
Forestdale,33.57011,-86.89638,US,AL
Fort Deposit,31.98459,-86.57859,US,AL
Fort Payne,34.44425,-85.71969,US,AL
Frisco City,31.4335,-87.40138,US,AL
Fultondale,33.60483,-86.79388,US,AL
Fyffe,34.44676,-85.90414,US,AL
Gadsden,34.01426,-86.00664,US,AL
Gardendale,33.6601,-86.81277,US,AL
Geneva,31.03296,-85.86382,US,AL
Georgiana,31.6371,-86.74192,US,AL
Glencoe,33.95704,-85.93247,US,AL
Good Hope,34.11593,-86.86361,US,AL
Goodwater,33.06567,-86.0533,US,AL
Gordo,33.32012,-87.9028,US,AL
Grand Bay,30.47631,-88.34223,US,AL
Grayson Valley,33.64816,-86.63943,US,AL
Graysville,33.62066,-86.97138,US,AL
Greensboro,32.70458,-87.59584,US,AL
Greenville,31.8296,-86.61775,US,AL
Grove Hill,31.70877,-87.77722,US,AL
Guin,33.96566,-87.91475,US,AL
Gulf Shores,30.24604,-87.70082,US,AL
Guntersville,34.35815,-86.2947,US,AL
Hackleburg,34.27732,-87.82864,US,AL
Haleyville,34.22649,-87.62141,US,AL
Hamilton,34.14232,-87.98864,US,AL
Hanceville,34.06065,-86.7675,US,AL
Harpersville,33.344,-86.43804,US,AL
Hartford,31.1024,-85.69688,US,AL
Hartselle,34.44343,-86.93528,US,AL
Harvest,34.85564,-86.75083,US,AL
Hayneville,32.18403,-86.58025,US,AL
Hazel Green,34.93231,-86.57194,US,AL
Headland,31.35128,-85.34216,US,AL
Heflin,33.64899,-85.58746,US,AL
Helena,33.29622,-86.8436,US,AL
Henagar,34.63508,-85.76719,US,AL
Hokes Bluff,33.99815,-85.86636,US,AL
Holt,33.23401,-87.48445,US,AL
Holtville,32.63624,-86.32664,US,AL
Homewood,33.47177,-86.80082,US,AL
Hoover,33.40539,-86.81138,US,AL
Hueytown,33.45122,-86.99666,US,AL
Huguley,32.83457,-85.22966,US,AL
Huntsville,34.73037,-86.5861,US,AL
Indian Springs Village,33.35539,-86.75443,US,AL
Inverness,32.01488,-85.74606,US,AL
Irondale,33.53816,-86.70721,US,AL
Jackson,31.50905,-87.89444,US,AL
Jacksonville,33.81371,-85.76135,US,AL
Jasper,33.83122,-87.27751,US,AL
Jemison,32.95985,-86.74665,US,AL
Killen,34.86286,-87.53753,US,AL
Kimberly,33.77344,-86.81388,US,AL
Kinsey,31.29906,-85.34438,US,AL
Ladonia,32.4682,-85.0791,US,AL
Lafayette,32.89985,-85.40106,US,AL
Lake Purdy,33.43011,-86.68054,US,AL
Lake View,33.28067,-87.1375,US,AL
Lanett,32.86874,-85.1905,US,AL
Leeds,33.54816,-86.54443,US,AL
Leesburg,34.17982,-85.76136,US,AL
Level Plains,31.29962,-85.77799,US,AL
Linden,32.30625,-87.79807,US,AL
Lincoln,33.61316,-86.11831,US,AL
Lineville,33.31067,-85.75441,US,AL
Lipscomb,33.42566,-86.92666,US,AL
Littleville,34.59065,-87.67697,US,AL
Livingston,32.5843,-88.18725,US,AL
Locust Fork,33.9076,-86.61527,US,AL
Loxley,30.61825,-87.75305,US,AL
Luverne,31.71655,-86.26385,US,AL
Madison,34.69926,-86.74833,US,AL
Malvern,31.13934,-85.5191,US,AL
Marbury,32.70124,-86.47109,US,AL
Margaret,33.68621,-86.47498,US,AL
Marion,32.63235,-87.31917,US,AL
Meadowbrook,33.40205,-86.69665,US,AL
Meridianville,34.85148,-86.57222,US,AL
Midfield,33.4615,-86.90888,US,AL
Midland City,31.31906,-85.49382,US,AL
Mignon,33.18345,-86.26109,US,AL
Millbrook,32.47986,-86.36192,US,AL
Millport,33.56345,-88.08142,US,AL
Minor,33.53733,-86.94055,US,AL
Mobile,30.69436,-88.04305,US,AL
Monroeville,31.52794,-87.32471,US,AL
Montevallo,33.10067,-86.86416,US,AL
Montgomery,32.36681,-86.29997,US,AL
Moody,33.59094,-86.49082,US,AL
Moores Mill,34.84398,-86.51832,US,AL
Morris,33.74816,-86.8086,US,AL
Mosses,32.17459,-86.67192,US,AL
Moulton,34.48121,-87.29335,US,AL
Moundville,32.99762,-87.63001,US,AL
Mount Olive,33.67094,-86.8561,US,AL
Mount Vernon,31.08518,-88.01333,US,AL
Mountain Brook,33.50094,-86.75221,US,AL
Munford,33.52983,-85.9508,US,AL
Muscle Shoals,34.74481,-87.66753,US,AL
New Brockton,31.38572,-85.92939,US,AL
New Hope,34.53703,-86.39443,US,AL
New Market,34.91009,-86.42777,US,AL
Newton,31.33517,-85.60521,US,AL
North Bibb,33.20401,-87.15305,US,AL
Northport,33.22901,-87.57723,US,AL
Odenville,33.67732,-86.39665,US,AL
Ohatchee,33.78343,-86.00247,US,AL
Opelika,32.64541,-85.37828,US,AL
Oneonta,33.94815,-86.47276,US,AL
Opp,31.28267,-86.25551,US,AL
Orange Beach,30.29437,-87.57359,US,AL
Owens Cross Roads,34.58815,-86.45888,US,AL
Oxford,33.61427,-85.83496,US,AL
Ozark,31.45906,-85.64049,US,AL
Pelham,33.28567,-86.80999,US,AL
Pell City,33.58621,-86.28609,US,AL
Phenix City,32.47098,-85.00077,US,AL
Phil Campbell,34.35093,-87.70642,US,AL
Piedmont,33.92455,-85.61135,US,AL
Pike Road,32.28431,-86.10302,US,AL
Pine Level,32.58374,-86.46553,US,AL
Pinson,33.68899,-86.68332,US,AL
Pleasant Grove,33.49094,-86.97027,US,AL
Point Clear,30.47408,-87.91916,US,AL
Prattville,32.46402,-86.4597,US,AL
Priceville,34.52509,-86.89473,US,AL
Prichard,30.7388,-88.07889,US,AL
Ragland,33.74454,-86.15581,US,AL
Rainbow City,33.95482,-86.04192,US,AL
Rainsville,34.49425,-85.84775,US,AL
Red Bay,34.43982,-88.14087,US,AL
Reform,33.37845,-88.0153,US,AL
Rehobeth,31.12296,-85.45271,US,AL
Riverside,33.60621,-86.20442,US,AL
Roanoke,33.15123,-85.37217,US,AL
Robertsdale,30.5538,-87.71193,US,AL
Rock Creek,33.47705,-87.08027,US,AL
Rockford,32.88957,-86.21969,US,AL
Rogersville,34.82578,-87.29676,US,AL
Russellville,34.50787,-87.72864,US,AL
Saks,33.69871,-85.83969,US,AL
Samson,31.11295,-86.04605,US,AL
Saraland,30.82074,-88.07056,US,AL
Sardis City,34.17426,-86.12275,US,AL
Satsuma,30.85324,-88.05611,US,AL
Scottsboro,34.67231,-86.03415,US,AL
Selma,32.40736,-87.0211,US,AL
Sheffield,34.76509,-87.69864,US,AL
Shelby,33.1104,-86.58415,US,AL
Slocomb,31.10823,-85.59438,US,AL
Smiths Station,32.54014,-85.09855,US,AL
Smoke Rise,33.89177,-86.82027,US,AL
Southside,33.92454,-86.02247,US,AL
Spanish Fort,30.67491,-87.91527,US,AL
Springville,33.7751,-86.47165,US,AL
Steele,33.93982,-86.20164,US,AL
Stevenson,34.86869,-85.83942,US,AL
Stewartville,33.07929,-86.24442,US,AL
Sulligent,33.90177,-88.13448,US,AL
Sumiton,33.75566,-87.05,US,AL
Sylacauga,33.17317,-86.25164,US,AL
Sylvan Springs,33.51566,-87.01499,US,AL
Sylvania,34.56231,-85.81247,US,AL
Talladega,33.43594,-86.1058,US,AL
Tallassee,32.53597,-85.89329,US,AL
Tarrant,33.58344,-86.77277,US,AL
Taylor,31.1649,-85.46827,US,AL
Taylor,31.97543,-86.2333,US,AL
Theodore,30.54769,-88.17528,US,AL
Thomasville,31.91349,-87.73584,US,AL
Thorsby,32.91568,-86.71582,US,AL
Tillmans Corner,30.59019,-88.17084,US,AL
Town Creek,34.6812,-87.40613,US,AL
Trinity,34.60676,-87.08835,US,AL
Troy,31.80877,-85.96995,US,AL
Trussville,33.61983,-86.60888,US,AL
Tuscaloosa,33.20984,-87.56917,US,AL
Tuscumbia,34.7312,-87.70253,US,AL
Tuskegee,32.42403,-85.69162,US,AL
Union Springs,32.14432,-85.71495,US,AL
Uniontown,32.44958,-87.51417,US,AL
Valley,32.81874,-85.17939,US,AL
Valley Grande,32.50902,-86.98749,US,AL
Vandiver,33.47066,-86.51332,US,AL
Vance,33.17428,-87.23361,US,AL
Vernon,33.75705,-88.10892,US,AL
Vestavia Hills,33.44872,-86.78777,US,AL
Vincent,33.38455,-86.41192,US,AL
Warrior,33.81427,-86.80944,US,AL
Weaver,33.75205,-85.81135,US,AL
Webb,31.26045,-85.27327,US,AL
Wedowee,33.309,-85.48467,US,AL
West Blocton,33.11817,-87.125,US,AL
Westover,33.34955,-86.53582,US,AL
Wetumpka,32.54374,-86.21191,US,AL
Whitesboro,34.16343,-86.06942,US,AL
Wilsonville,33.23428,-86.48359,US,AL
Winfield,33.92899,-87.81725,US,AL
Woodstock,33.20678,-87.15,US,AL
York,32.48625,-88.29642,US,AL
Alexander,34.62954,-92.44127,US,AR
Alma,35.47787,-94.22188,US,AR
Arkadelphia,34.12093,-93.05378,US,AR
Arkansas City,33.60872,-91.20678,US,AR
Ash Flat,36.22396,-91.60848,US,AR
Ashdown,33.67429,-94.13131,US,AR
Atkins,35.24647,-92.93656,US,AR
Augusta,35.28231,-91.36541,US,AR
Austin,34.99842,-91.98376,US,AR
Bald Knob,35.30981,-91.56791,US,AR
Barling,35.32565,-94.3016,US,AR
Batesville,35.7698,-91.64097,US,AR
Bay,35.7423,-90.56233,US,AR
Beebe,35.07064,-91.87959,US,AR
Bella Vista,36.4807,-94.27134,US,AR
Benton,34.56454,-92.58683,US,AR
Bentonville,36.37285,-94.20882,US,AR
Berryville,36.36479,-93.56797,US,AR
Bethel Heights,36.21424,-94.12937,US,AR
Blytheville,35.9273,-89.91898,US,AR
Bono,35.90868,-90.80262,US,AR
Booneville,35.14009,-93.92159,US,AR
Brinkley,34.88787,-91.19457,US,AR
Brookland,35.90007,-90.58205,US,AR
Bryant,34.59593,-92.48905,US,AR
Bull Shoals,36.38396,-92.58155,US,AR
Cabot,34.97453,-92.01653,US,AR
Calico Rock,36.11951,-92.13599,US,AR
Camden,33.58456,-92.83433,US,AR
Caraway,35.75813,-90.32232,US,AR
Carlisle,34.78315,-91.74652,US,AR
Cave City,35.94174,-91.54847,US,AR
Cave Springs,36.26341,-94.23187,US,AR
Cedarville,35.56981,-94.36688,US,AR
Centerton,36.3598,-94.28521,US,AR
Charleston,35.29704,-94.03632,US,AR
Cherokee Village,36.29784,-91.51597,US,AR
Clarendon,34.69315,-91.31374,US,AR
Clarksville,35.47147,-93.46657,US,AR
Clinton,35.59147,-92.46044,US,AR
Coal Hill,35.43731,-93.67297,US,AR
Conway,35.0887,-92.4421,US,AR
Corning,36.40784,-90.57983,US,AR
Crossett,33.12818,-91.96124,US,AR
Danville,35.05398,-93.39352,US,AR
Dardanelle,35.22314,-93.15795,US,AR
De Queen,34.03789,-94.34132,US,AR
De Witt,34.29288,-91.3379,US,AR
Decatur,36.33591,-94.46077,US,AR
Dermott,33.52539,-91.43595,US,AR
Des Arc,34.97704,-91.49513,US,AR
Diaz,35.63841,-91.26513,US,AR
Dierks,34.11928,-94.01658,US,AR
Dover,35.40147,-93.11434,US,AR
Dumas,33.88705,-91.49179,US,AR
Earle,35.27509,-90.46677,US,AR
East End,34.55065,-92.34099,US,AR
El Dorado,33.20763,-92.66627,US,AR
Elkins,36.00147,-94.00825,US,AR
Elm Springs,36.20619,-94.23437,US,AR
England,34.54426,-91.96903,US,AR
Eudora,33.10957,-91.26206,US,AR
Eureka Springs,36.40118,-93.73797,US,AR
Fairfield Bay,35.59424,-92.27793,US,AR
Farmington,36.04202,-94.24715,US,AR
Fayetteville,36.06258,-94.15743,US,AR
Flippin,36.27896,-92.59711,US,AR
Foreman,33.72178,-94.39687,US,AR
Fordyce,33.81372,-92.41293,US,AR
Forrest City,35.00815,-90.78983,US,AR
Fort Smith,35.38592,-94.39855,US,AR
Gassville,36.28312,-92.49405,US,AR
Gentry,36.26758,-94.48466,US,AR
Gibson,34.88426,-92.2357,US,AR
Glenwood,34.32677,-93.55074,US,AR
Gosnell,35.95979,-89.97203,US,AR
Goshen,36.10119,-93.99131,US,AR
Gravel Ridge,34.86842,-92.1907,US,AR
Gravette,36.42202,-94.45355,US,AR
Green Forest,36.33535,-93.43602,US,AR
Greenbrier,35.23397,-92.38765,US,AR
Greenland,35.99425,-94.1752,US,AR
Greenwood,35.21565,-94.25577,US,AR
Gurdon,33.92094,-93.15406,US,AR
Hamburg,33.22818,-91.79763,US,AR
Hampton,33.53789,-92.46988,US,AR
Harrisburg,35.56425,-90.71678,US,AR
Harrison,36.22979,-93.10768,US,AR
Haskell,34.50148,-92.63655,US,AR
Hazen,34.78093,-91.58097,US,AR
Heber Springs,35.49147,-92.03126,US,AR
Helena,34.52955,-90.59177,US,AR
Highland,36.2759,-91.52403,US,AR
Holiday Island,36.48535,-93.73214,US,AR
Hope,33.66706,-93.59157,US,AR
Horatio,33.93845,-94.35715,US,AR
Horseshoe Bend,36.22923,-91.76431,US,AR
Hot Springs,34.5037,-93.05518,US,AR
Hot Springs Village,34.67204,-92.99879,US,AR
Hoxie,36.05035,-90.97512,US,AR
Hughes,34.94926,-90.47149,US,AR
Huntsville,36.08619,-93.7413,US,AR
Jacksonville,34.8662,-92.11015,US,AR
Jasper,36.00813,-93.18657,US,AR
Johnson,36.13286,-94.16548,US,AR
Jonesboro,35.8423,-90.70428,US,AR
Judsonia,35.27009,-91.63986,US,AR
Kensett,35.23175,-91.66764,US,AR
Lake City,35.81619,-90.43427,US,AR
Lake Hamilton,34.42453,-93.09518,US,AR
Lake Village,33.32873,-91.28178,US,AR
Lamar,35.44064,-93.38796,US,AR
Landmark,34.6112,-92.3196,US,AR
Lavaca,35.3362,-94.17326,US,AR
Leachville,35.93591,-90.25788,US,AR
Lepanto,35.61119,-90.32982,US,AR
Lewisville,33.35846,-93.57768,US,AR
Lincoln,35.94953,-94.42355,US,AR
Little Flock,36.38591,-94.1352,US,AR
Little Rock,34.74648,-92.28959,US,AR
London,35.32897,-93.25296,US,AR
Lonoke,34.78398,-91.89986,US,AR
Lowell,36.25535,-94.13076,US,AR
Luxora,35.75619,-89.92814,US,AR
Magnolia,33.26707,-93.23933,US,AR
Malvern,34.36231,-92.81295,US,AR
Manila,35.88007,-90.16704,US,AR
Mansfield,35.05954,-94.25271,US,AR
Marianna,34.77371,-90.75761,US,AR
Marion,35.21453,-90.19648,US,AR
Marked Tree,35.53286,-90.42066,US,AR
Marmaduke,36.18701,-90.38316,US,AR
Marshall,35.90896,-92.63127,US,AR
Marvell,34.55566,-90.91289,US,AR
Maumelle,34.86676,-92.40432,US,AR
Mayflower,34.95703,-92.42738,US,AR
McAlmont,34.80842,-92.18181,US,AR
McCrory,35.2562,-91.20012,US,AR
McGehee,33.629,-91.39956,US,AR
Melbourne,36.05951,-91.90848,US,AR
Mena,34.58622,-94.23966,US,AR
Midway,36.38534,-92.46183,US,AR
Mineral Springs,33.87512,-93.9138,US,AR
Monette,35.89063,-90.34427,US,AR
Monticello,33.629,-91.79096,US,AR
Morrilton,35.15092,-92.74405,US,AR
Mount Ida,34.55676,-93.63408,US,AR
Mountain View,35.86841,-92.11765,US,AR
Mountain Home,36.33534,-92.38516,US,AR
Mulberry,35.50064,-94.05159,US,AR
Murfreesboro,34.06233,-93.6899,US,AR
Nashville,33.94567,-93.84713,US,AR
Newark,35.70174,-91.44152,US,AR
Newport,35.6048,-91.2818,US,AR
North Crossett,33.16568,-91.94152,US,AR
North Little Rock,34.76954,-92.26709,US,AR
Ola,35.03231,-93.22323,US,AR
Osceola,35.70508,-89.96953,US,AR
Ozark,35.48703,-93.8277,US,AR
Paragould,36.0584,-90.49733,US,AR
Paris,35.29203,-93.72992,US,AR
Parkin,35.26342,-90.57122,US,AR
Pea Ridge,33.92066,-91.33679,US,AR
Pea Ridge,36.45396,-94.1152,US,AR
Perryville,35.00481,-92.80267,US,AR
Piggott,36.38284,-90.19065,US,AR
Pine Bluff,34.22843,-92.0032,US,AR
Piney,34.50314,-93.12602,US,AR
Pocahontas,36.26146,-90.97123,US,AR
Pottsville,35.24814,-93.04906,US,AR
Prairie Creek,36.34202,-94.06187,US,AR
Prairie Grove,35.97591,-94.31771,US,AR
Prescott,33.80261,-93.38101,US,AR
Rector,36.26312,-90.2926,US,AR
Redfield,34.4451,-92.1832,US,AR
Rison,33.95843,-92.19015,US,AR
Rockwell,34.46426,-93.13379,US,AR
Rogers,36.33202,-94.11854,US,AR
Russellville,35.27842,-93.13379,US,AR
Salem,36.37118,-91.82265,US,AR
Salem,34.62898,-92.55822,US,AR
Searcy,35.25064,-91.73625,US,AR
Shannon Hills,34.62009,-92.39543,US,AR
Sheridan,34.30704,-92.40127,US,AR
Siloam Springs,36.18814,-94.5405,US,AR
Smackover,33.36485,-92.72488,US,AR
Springdale,36.18674,-94.12881,US,AR
Stamps,33.3654,-93.49518,US,AR
Star City,33.94288,-91.84347,US,AR
Stuttgart,34.50037,-91.55263,US,AR
Sulphur Springs,34.18065,-92.12348,US,AR
Texarkana,33.44179,-94.03769,US,AR
Tontitown,36.17786,-94.23354,US,AR
Trumann,35.67369,-90.50733,US,AR
Tuckerman,35.73063,-91.19846,US,AR
Van Buren,35.43676,-94.34827,US,AR
Vilonia,35.08398,-92.20793,US,AR
Waldo,33.35151,-93.29573,US,AR
Waldron,34.89843,-94.09076,US,AR
Walnut Ridge,36.0684,-90.95595,US,AR
Ward,35.03036,-91.95042,US,AR
Warren,33.61261,-92.06458,US,AR
West Crossett,33.14096,-91.99402,US,AR
West Fork,35.92425,-94.18854,US,AR
West Helena,34.55066,-90.64177,US,AR
West Memphis,35.14648,-90.18454,US,AR
White Hall,34.27399,-92.09098,US,AR
Wrightsville,34.60232,-92.21681,US,AR
Wynne,35.22453,-90.78678,US,AR
Yellville,36.22618,-92.68489,US,AR
"Washington, D.C.",38.89511,-77.03637,US,DC
Bear,39.62928,-75.65826,US,DE
Bellefonte,39.76622,-75.50936,US,DE
Bethany Beach,38.53956,-75.05518,US,DE
Blades,38.63567,-75.60993,US,DE
Bridgeville,38.74261,-75.60437,US,DE
Brookside,39.66706,-75.72688,US,DE
Camden,39.11345,-75.54187,US,DE
Cheswold,39.21928,-75.58576,US,DE
Claymont,39.80067,-75.45964,US,DE
Clayton,39.29067,-75.63437,US,DE
Delaware City,39.57789,-75.58881,US,DE
Delmar,38.45651,-75.57715,US,DE
Dover,39.15817,-75.52437,US,DE
Edgemoor,39.75011,-75.49964,US,DE
Elsmere,39.73928,-75.59798,US,DE
Felton,39.00845,-75.57798,US,DE
Georgetown,38.69011,-75.38547,US,DE
Glasgow,39.60483,-75.74521,US,DE
Greenville,39.779,-75.59826,US,DE
Harrington,38.92372,-75.5777,US,DE
Highland Acres,39.12095,-75.52187,US,DE
Hockessin,39.78761,-75.6966,US,DE
Kent Acres,39.13178,-75.52492,US,DE
Laurel,38.5565,-75.57131,US,DE
Lewes,38.77456,-75.13935,US,DE
Long Neck,38.62011,-75.15074,US,DE
Middletown,39.44956,-75.71632,US,DE
Milford,38.91261,-75.42797,US,DE
Millsboro,38.5915,-75.2913,US,DE
Milton,38.77761,-75.30991,US,DE
New Castle,39.66206,-75.56631,US,DE
Newark,39.68372,-75.74966,US,DE
Newport,39.71372,-75.60937,US,DE
North Star,39.76122,-75.7191,US,DE
Pike Creek,39.73095,-75.7041,US,DE
Pike Creek Valley,39.73622,-75.69827,US,DE
Rehoboth Beach,38.72095,-75.07601,US,DE
Riverview,39.0265,-75.51076,US,DE
Rodney Village,39.13206,-75.53242,US,DE
Seaford,38.64123,-75.61104,US,DE
Selbyville,38.46039,-75.22074,US,DE
Smyrna,39.29983,-75.60465,US,DE
Townsend,39.39511,-75.6916,US,DE
Wilmington,39.74595,-75.54659,US,DE
Wilmington Manor,39.68678,-75.58437,US,DE
Wyoming,39.11817,-75.55881,US,DE
Alachua,29.75163,-82.42483,US,FL
Allapattah,25.81454,-80.22394,US,FL
Altamonte Springs,28.66111,-81.36562,US,FL
Alturas,27.87169,-81.71508,US,FL
Alva,26.71562,-81.61008,US,FL
Andover,25.96843,-80.21283,US,FL
Anna Maria,27.53115,-82.73343,US,FL
Apalachicola,29.726,-84.9856,US,FL
Apollo Beach,27.77308,-82.40759,US,FL
Apopka,28.67617,-81.51186,US,FL
Arcadia,27.21588,-81.85842,US,FL
Archer,29.52997,-82.519,US,FL
Asbury Lake,30.04913,-81.82149,US,FL
Astatula,28.70972,-81.73285,US,FL
Astor,29.16248,-81.52535,US,FL
Atlantic Beach,30.33441,-81.3987,US,FL
Atlantis,26.5909,-80.10088,US,FL
Auburndale,28.0653,-81.78869,US,FL
Aventura,25.95648,-80.13921,US,FL
Avon Park,27.59587,-81.50619,US,FL
Azalea Park,28.54111,-81.30062,US,FL
Babson Park,27.83197,-81.5223,US,FL
Bagdad,30.5988,-87.03223,US,FL
Bal Harbour,25.89176,-80.12699,US,FL
Baldwin,30.30274,-81.97539,US,FL
Balm,27.75947,-82.2612,US,FL
Bartow,27.89641,-81.84314,US,FL
Bay Harbor Islands,25.88759,-80.13116,US,FL
Bay Hill,28.46806,-81.51618,US,FL
Bay Pines,27.81419,-82.77816,US,FL
Bayonet Point,28.32667,-82.68343,US,FL
Bayshore Gardens,27.42532,-82.59038,US,FL
Beacon Square,28.20862,-82.75538,US,FL
Bee Ridge,27.28394,-82.48065,US,FL
Belle Glade,26.68451,-80.66756,US,FL
Belle Glade Camp,26.65757,-80.68284,US,FL
Belle Isle,28.45834,-81.35924,US,FL
Belleair,27.93585,-82.80621,US,FL
Belleair Beach,27.92308,-82.84316,US,FL
Belleair Bluffs,27.92141,-82.81705,US,FL
Belleview,29.05526,-82.06231,US,FL
Bellview,30.46159,-87.31497,US,FL
Beverly Hills,28.91692,-82.45815,US,FL
Big Coppitt Key,24.59653,-81.66009,US,FL
Big Pine Key,24.66987,-81.35397,US,FL
Biscayne Park,25.8826,-80.1806,US,FL
Bithlo,28.55472,-81.10645,US,FL
Black Diamond,28.91248,-82.48593,US,FL
Bloomingdale,27.89364,-82.24037,US,FL
Blountstown,30.44379,-85.04744,US,FL
Boca Del Mar,26.34508,-80.14671,US,FL
Boca Pointe,26.33313,-80.15949,US,FL
Boca Raton,26.35869,-80.0831,US,FL
Bokeelia,26.70563,-82.15898,US,FL
Bonifay,30.79186,-85.67965,US,FL
Bonita Springs,26.33981,-81.7787,US,FL
Bowling Green,27.63837,-81.82397,US,FL
Boyette,27.81753,-82.22259,US,FL
Boynton Beach,26.52535,-80.06643,US,FL
Bradenton,27.49893,-82.57482,US,FL
Bradenton Beach,27.46698,-82.70399,US,FL
Brandon,27.9378,-82.28592,US,FL
Brent,30.46881,-87.23608,US,FL
Bristol,30.43247,-84.97702,US,FL
Broadview Park,26.09953,-80.20866,US,FL
Bronson,29.44774,-82.64233,US,FL
Brookridge,28.5511,-82.49204,US,FL
Brooksville,28.55554,-82.38991,US,FL
Broward Estates,26.12564,-80.19338,US,FL
Brownsville,25.82176,-80.24116,US,FL
Buckhead Ridge,27.13033,-80.89367,US,FL
Buckingham,26.67507,-81.73203,US,FL
Buenaventura Lakes,28.33584,-81.35313,US,FL
Bunche Park,25.92065,-80.23699,US,FL
Bunnell,29.46609,-81.25784,US,FL
Burnt Store Marina,26.76507,-82.05092,US,FL
Bushnell,28.66499,-82.11286,US,FL
Butler Beach,29.7983,-81.26701,US,FL
Callahan,30.56218,-81.83066,US,FL
Callaway,30.15298,-85.56993,US,FL
Campbell,28.2589,-81.45646,US,FL
Cantonment,30.60853,-87.33998,US,FL
