name,lat,long,country,state
Greenwood,38.85168,-94.34384,US,MO
Hallsville,39.11699,-92.22074,US,MO
Hamilton,39.74362,-93.99827,US,MO
Hanley Hills,38.68588,-90.32373,US,MO
Hannibal,39.70838,-91.35848,US,MO
Harrisonville,38.65334,-94.34884,US,MO
Hartville,37.25088,-92.51044,US,MO
Hayti,36.23368,-89.74953,US,MO
Hazelwood,38.77144,-90.37095,US,MO
Herculaneum,38.26839,-90.38012,US,MO
Hermann,38.70421,-91.43738,US,MO
Hermitage,37.94142,-93.31631,US,MO
Higginsville,39.07251,-93.71716,US,MO
High Ridge,38.45894,-90.53651,US,MO
Hillsboro,38.23228,-90.5629,US,MO
Hillsdale,38.68338,-90.284,US,MO
Holden,38.71418,-93.99133,US,MO
Hollister,36.62117,-93.21546,US,MO
Holts Summit,38.64032,-92.12241,US,MO
Houston,37.32616,-91.95599,US,MO
Humansville,37.79448,-93.57798,US,MO
Huntsville,39.44059,-92.54518,US,MO
Imperial,38.36978,-90.37845,US,MO
Independence,39.09112,-94.41551,US,MO
Ironton,37.59727,-90.62734,US,MO
Jackson,37.38227,-89.66621,US,MO
Jefferson City,38.5767,-92.17352,US,MO
Jennings,38.71922,-90.26039,US,MO
Joplin,37.08423,-94.51328,US,MO
Kansas City,39.09973,-94.57857,US,MO
Kearney,39.36778,-94.36217,US,MO
Kennett,36.23618,-90.05565,US,MO
Keytesville,39.43447,-92.93825,US,MO
Kimberling City,36.6334,-93.41685,US,MO
Kingston,39.64417,-94.03855,US,MO
Kirkwood,38.58339,-90.40678,US,MO
Kissee Mills,36.68367,-93.0499,US,MO
Knob Noster,38.76668,-93.55855,US,MO
La Monte,38.77418,-93.42521,US,MO
Ladue,38.64977,-90.38067,US,MO
Lake Lotawana,38.92306,-94.24411,US,MO
Lake Ozark,38.19864,-92.6388,US,MO
Lake Saint Louis,38.79755,-90.78568,US,MO
Lake Winnebago,38.8314,-94.35856,US,MO
Lakeshire,38.53866,-90.33512,US,MO
Lamar,37.49505,-94.27661,US,MO
Lathrop,39.54834,-94.32995,US,MO
Lawson,39.43834,-94.20411,US,MO
Leadwood,37.86727,-90.59318,US,MO
Lebanon,37.6806,-92.66379,US,MO
Lee's Summit,38.91084,-94.38217,US,MO
Lemay,38.53339,-90.27928,US,MO
Lexington,39.18473,-93.87994,US,MO
Liberty,39.24611,-94.41912,US,MO
Licking,37.49949,-91.8571,US,MO
Lilbourn,36.59228,-89.61536,US,MO
Lincoln,38.39086,-93.33465,US,MO
Linneus,39.87863,-93.18882,US,MO
Lone Jack,38.87084,-94.17383,US,MO
Louisiana,39.44894,-91.05153,US,MO
Macon,39.74226,-92.47269,US,MO
Malden,36.557,-89.96648,US,MO
Manchester,38.597,-90.50929,US,MO
Mansfield,37.10672,-92.58072,US,MO
Maplewood,38.61255,-90.32456,US,MO
Marble Hill,37.30589,-89.97038,US,MO
Marceline,39.71197,-92.94825,US,MO
Marionville,37.00311,-93.63742,US,MO
Marlborough,38.57033,-90.33706,US,MO
Marshall,39.12308,-93.19687,US,MO
Marshfield,37.33866,-92.90712,US,MO
Marthasville,38.62838,-91.05764,US,MO
Maryland Heights,38.71311,-90.42984,US,MO
Maysville,39.88917,-94.3619,US,MO
Mehlville,38.50839,-90.32289,US,MO
Merriam Woods,36.71395,-93.16185,US,MO
Mexico,39.16976,-91.88295,US,MO
Moberly,39.41837,-92.43824,US,MO
Moline Acres,38.74699,-90.24011,US,MO
Monett,36.92895,-93.92771,US,MO
Monroe City,39.65365,-91.73461,US,MO
Montgomery City,38.97754,-91.50488,US,MO
Moscow Mills,38.94783,-90.91819,US,MO
Mount Vernon,37.10367,-93.81854,US,MO
Mountain Grove,37.13061,-92.26349,US,MO
Mountain View,36.99533,-91.70376,US,MO
Murphy,38.49033,-90.48707,US,MO
Neosho,36.86896,-94.368,US,MO
Nevada,37.83921,-94.35467,US,MO
New Franklin,39.01725,-92.73741,US,MO
New Haven,38.60838,-91.21904,US,MO
New London,39.58532,-91.40098,US,MO
New Madrid,36.58645,-89.52785,US,MO
Nixa,37.04339,-93.29435,US,MO
Noel,36.54563,-94.48522,US,MO
Normandy,38.72088,-90.29734,US,MO
North Kansas City,39.13,-94.56218,US,MO
Northwoods,38.70422,-90.28345,US,MO
O'Fallon,38.81061,-90.69985,US,MO
Oak Grove,39.00501,-94.12939,US,MO
Oakland,38.57644,-90.38567,US,MO
Oakville,38.47005,-90.30456,US,MO
Odessa,38.99917,-93.95356,US,MO
Olivette,38.66533,-90.37595,US,MO
Oran,37.08505,-89.65536,US,MO
Oregon,39.98694,-95.14498,US,MO
Oronogo,37.18839,-94.47023,US,MO
Osage Beach,38.12956,-92.65277,US,MO
Osceola,38.0467,-93.70438,US,MO
Overland,38.70116,-90.36234,US,MO
Owensville,38.3456,-91.50155,US,MO
Ozark,37.02089,-93.20602,US,MO
Pacific,38.482,-90.74152,US,MO
Pagedale,38.68338,-90.30761,US,MO
Palmyra,39.79421,-91.52321,US,MO
Paris,39.48087,-92.00128,US,MO
Park Hills,37.85422,-90.51818,US,MO
Parkville,39.195,-94.68218,US,MO
Peculiar,38.71918,-94.45856,US,MO
Perryville,37.72422,-89.86122,US,MO
Pevely,38.28339,-90.39512,US,MO
Piedmont,37.15449,-90.69567,US,MO
Pierce City,36.9459,-94.00021,US,MO
Pine Lawn,38.69588,-90.27511,US,MO
Pineville,36.59452,-94.3841,US,MO
Platte City,39.37028,-94.78246,US,MO
Plattsburg,39.56555,-94.44801,US,MO
Pleasant Hill,38.78751,-94.26939,US,MO
Pleasant Valley,39.21639,-94.48412,US,MO
Poplar Bluff,36.757,-90.39289,US,MO
Portageville,36.42534,-89.69953,US,MO
Potosi,37.93644,-90.78791,US,MO
Purdy,36.81729,-93.92076,US,MO
Raymore,38.80195,-94.45273,US,MO
Raytown,39.00862,-94.46356,US,MO
Republic,37.12005,-93.48019,US,MO
Rich Hill,38.09642,-94.36106,US,MO
Richland,37.85698,-92.40434,US,MO
Richmond,39.27862,-93.97689,US,MO
Richmond Heights,38.62866,-90.31956,US,MO
Riverside,38.28672,-90.38012,US,MO
Riverside,39.1775,-94.61301,US,MO
Riverview,38.27586,-93.06964,US,MO
Riverview,38.74783,-90.2115,US,MO
Rock Hill,38.60755,-90.37845,US,MO
Rogersville,37.117,-93.05573,US,MO
Rolla,37.95143,-91.77127,US,MO
Saint Ann,38.72727,-90.38317,US,MO
Saint Charles,38.78394,-90.48123,US,MO
Saint Clair,38.34533,-90.98097,US,MO
Saint George,38.53672,-90.31484,US,MO
Saint James,37.99726,-91.61432,US,MO
Saint John,38.71484,-90.34627,US,MO
Saint Johns,38.71338,-90.34317,US,MO
Saint Joseph,39.76861,-94.84663,US,MO
St. Louis,38.62727,-90.19789,US,MO
Saint Martins,38.5942,-92.33713,US,MO
Saint Paul,38.86144,-90.74179,US,MO
Saint Peters,38.80033,-90.62651,US,MO
Saint Robert,37.8281,-92.17767,US,MO
Sainte Genevieve,37.98144,-90.04178,US,MO
Salem,37.6456,-91.53598,US,MO
Salisbury,39.42392,-92.80158,US,MO
Sappington,38.537,-90.37984,US,MO
Sarcoxie,37.06923,-94.1166,US,MO
Savannah,39.94166,-94.83025,US,MO
Scott City,37.21672,-89.52453,US,MO
Sedalia,38.70446,-93.22826,US,MO
Senath,36.13423,-90.15982,US,MO
Seneca,36.84146,-94.61106,US,MO
Seymour,37.14644,-92.76878,US,MO
Shelbina,39.69393,-92.04295,US,MO
Shelbyville,39.80587,-92.04156,US,MO
Shell Knob,36.63229,-93.63436,US,MO
Shrewsbury,38.59033,-90.33678,US,MO
Sikeston,36.87672,-89.58786,US,MO
Slater,39.21808,-93.06909,US,MO
Smithville,39.38694,-94.58107,US,MO
Spanish Lake,38.78783,-90.21594,US,MO
Sparta,37.00116,-93.08157,US,MO
Springfield,37.21533,-93.29824,US,MO
Steele,36.08396,-89.82925,US,MO
Steelville,37.9681,-91.35487,US,MO
Stockton,37.69893,-93.79604,US,MO
Stover,38.44086,-92.99187,US,MO
Strafford,37.26838,-93.11713,US,MO
Sugar Creek,39.10973,-94.44467,US,MO
Sullivan,38.2081,-91.16042,US,MO
Sunset Hills,38.53894,-90.40734,US,MO
Sweet Springs,38.96363,-93.41493,US,MO
Thayer,36.52451,-91.5382,US,MO
Tipton,38.65558,-92.77992,US,MO
Town and Country,38.61228,-90.46345,US,MO
Troy,38.97949,-90.9807,US,MO
Tuscumbia,38.23309,-92.45852,US,MO
Union,38.45005,-91.00848,US,MO
University City,38.65588,-90.30928,US,MO
Valley Park,38.54922,-90.49262,US,MO
Van Buren,36.99561,-91.01457,US,MO
Vandalia,39.31087,-91.48849,US,MO
Velda Village,38.69005,-90.29428,US,MO
Velda Village Hills,38.69061,-90.28734,US,MO
Versailles,38.43141,-92.84103,US,MO
Vienna,38.18671,-91.94711,US,MO
Vinita Park,38.69005,-90.34262,US,MO
Wardsville,38.48892,-92.17435,US,MO
Warrensburg,38.76279,-93.73605,US,MO
Warrenton,38.81144,-91.14154,US,MO
Warsaw,38.24308,-93.38187,US,MO
Warson Woods,38.60727,-90.38345,US,MO
Washington,38.55811,-91.01209,US,MO
Waynesville,37.82865,-92.20072,US,MO
Weatherby Lake,39.23778,-94.69607,US,MO
Webb City,37.14645,-94.463,US,MO
Webster Groves,38.59255,-90.35734,US,MO
Weldon Spring,38.71339,-90.68929,US,MO
Wellston,38.67283,-90.29928,US,MO
Wellsville,39.07198,-91.57016,US,MO
Wentzville,38.81144,-90.85291,US,MO
West Plains,36.72812,-91.85237,US,MO
Weston,39.41111,-94.90163,US,MO
Wildwood,38.58283,-90.6629,US,MO
Willard,37.30505,-93.42853,US,MO
Willow Springs,36.99228,-91.96987,US,MO
Winchester,38.59033,-90.5279,US,MO
Windsor,38.53224,-93.52215,US,MO
Winfield,38.99727,-90.73846,US,MO
Winona,37.00977,-91.32347,US,MO
Woodson Terrace,38.72505,-90.35845,US,MO
Wright City,38.82755,-91.02014,US,MO
Aberdeen,33.82511,-88.54366,US,MS
Ackerman,33.31012,-89.17284,US,MS
Amory,33.98428,-88.4881,US,MS
Arnold Line,31.33517,-89.3734,US,MS
Ashland,34.83287,-89.1759,US,MS
Baldwyn,34.50954,-88.63533,US,MS
Batesville,34.3115,-89.94426,US,MS
Bay Saint Louis,30.30881,-89.33005,US,MS
Bay Springs,31.97904,-89.28728,US,MS
Beechwood,32.32765,-90.82677,US,MS
Belmont,31.56877,-88.48391,US,MS
Belmont,34.50982,-88.20921,US,MS
Belzoni,33.18429,-90.48926,US,MS
Biloxi,30.39603,-88.88531,US,MS
Booneville,34.65815,-88.56672,US,MS
Brandon,32.2732,-89.98592,US,MS
Brookhaven,31.57906,-90.44065,US,MS
Brooksville,33.23457,-88.58227,US,MS
Bruce,33.99206,-89.34896,US,MS
Bude,31.46295,-90.8501,US,MS
Byhalia,34.87232,-89.69064,US,MS
Byram,32.17932,-90.24537,US,MS
Caledonia,33.68289,-88.32448,US,MS
Calhoun City,33.85539,-89.31146,US,MS
Canton,32.61264,-90.03675,US,MS
Carriere,30.61686,-89.65256,US,MS
Carrollton,33.50818,-89.92036,US,MS
Carthage,32.73264,-89.53618,US,MS
Centreville,31.08962,-91.06844,US,MS
Charleston,34.00678,-90.05676,US,MS
Clarksdale,34.20011,-90.57093,US,MS
Cleary,32.16543,-90.18064,US,MS
Cleveland,33.744,-90.72482,US,MS
Clinton,32.34153,-90.32176,US,MS
Coldwater,32.71486,-89.21423,US,MS
Coldwater,34.69177,-89.97731,US,MS
Collins,31.64544,-89.55535,US,MS
Collinsville,32.49792,-88.84588,US,MS
Columbus,33.49567,-88.42726,US,MS
Columbia,31.25184,-89.83758,US,MS
Como,34.51066,-89.93981,US,MS
Conehatta,32.45125,-89.28534,US,MS
Corinth,34.93425,-88.52227,US,MS
Crystal Springs,31.98738,-90.35704,US,MS
D'Iberville,30.42631,-88.89086,US,MS
De Kalb,32.76763,-88.65088,US,MS
De Lisle,30.37936,-89.26449,US,MS
Decatur,32.43903,-89.10839,US,MS
Derma,33.85567,-89.28452,US,MS
Diamondhead,30.39464,-89.36394,US,MS
Drew,33.80956,-90.52648,US,MS
Durant,33.07513,-89.85453,US,MS
Edwards,32.33015,-90.60565,US,MS
Ellisville,31.60405,-89.19561,US,MS
Escatawpa,30.44048,-88.54363,US,MS
Eupora,33.54068,-89.26701,US,MS
Farmington,34.93009,-88.45227,US,MS
Fayette,31.71155,-91.06066,US,MS
Flora,32.5432,-90.30926,US,MS
Florence,32.15348,-90.1312,US,MS
Flowood,32.30959,-90.13898,US,MS
Forest,32.36459,-89.47423,US,MS
Friars Point,34.36677,-90.6376,US,MS
Fulton,34.27399,-88.40921,US,MS
Gautier,30.38575,-88.61169,US,MS
Glendale,31.36462,-89.30617,US,MS
Goodman,32.97013,-89.91231,US,MS
Greenville,33.41012,-91.06177,US,MS
Greenwood,33.51623,-90.17953,US,MS
Grenada,33.769,-89.80842,US,MS
Gulf Hills,30.43048,-88.84225,US,MS
Gulf Park Estates,30.39187,-88.76114,US,MS
Gulfport,30.36742,-89.09282,US,MS
Guntown,34.44316,-88.65978,US,MS
Hattiesburg,31.32712,-89.29034,US,MS
Hazlehurst,31.86044,-90.39593,US,MS
Helena,30.49464,-88.49585,US,MS
Hernando,34.82399,-89.9937,US,MS
Hickory Hills,30.45687,-88.63919,US,MS
Hillsboro,32.45931,-89.51146,US,MS
Hollandale,33.16901,-90.85399,US,MS
Holly Springs,31.31573,-89.97786,US,MS
Holly Springs,34.7676,-89.44869,US,MS
Horn Lake,34.95537,-90.03481,US,MS
Houston,33.89845,-88.99923,US,MS
Hurley,30.66103,-88.49418,US,MS
Indianola,33.45095,-90.65509,US,MS
Inverness,33.35373,-90.59259,US,MS
Itta Bena,33.49512,-90.31981,US,MS
Iuka,34.81176,-88.19004,US,MS
Jackson,32.29876,-90.18481,US,MS
Jonestown,34.31955,-90.45565,US,MS
Kearney Park,32.58903,-90.31537,US,MS
Kiln,30.40908,-89.43505,US,MS
Kosciusko,33.058,-89.58956,US,MS
Lambert,34.20178,-90.28343,US,MS
Latimer,30.53464,-88.8667,US,MS
Laurel,31.69405,-89.13061,US,MS
Leakesville,31.15574,-88.5578,US,MS
Leland,33.40539,-90.8976,US,MS
Lexington,33.11318,-90.05314,US,MS
Liberty,31.15823,-90.81232,US,MS
Long Beach,30.35048,-89.15282,US,MS
Louisville,33.12374,-89.05506,US,MS
Lucedale,30.92519,-88.59002,US,MS
Lumberton,31.00129,-89.45229,US,MS
Lyman,30.49474,-89.12561,US,MS
Lynchburg,34.96232,-90.09593,US,MS
Lynchburg,32.44014,-90.54899,US,MS
Macon,33.1054,-88.56088,US,MS
Madison,32.46181,-90.11536,US,MS
Magee,31.87377,-89.73369,US,MS
Magnolia,31.14323,-90.45871,US,MS
Mantachie,34.32427,-88.49116,US,MS
Marion,32.41736,-88.64782,US,MS
Marks,34.25683,-90.27298,US,MS
Mayersville,32.90207,-91.05122,US,MS
McComb,31.24379,-90.45315,US,MS
Meadville,31.47239,-90.89677,US,MS
Mendenhall,31.96182,-89.87008,US,MS
Meridian,32.36431,-88.70366,US,MS
Metcalfe,33.454,-91.00733,US,MS
Mikoma,33.95039,-90.28398,US,MS
Monticello,31.55378,-90.10731,US,MS
Moorhead,33.45012,-90.50564,US,MS
Morgantown,31.57267,-91.34761,US,MS
Morton,32.35376,-89.65452,US,MS
Moss Point,30.41159,-88.53446,US,MS
Mound Bayou,33.87817,-90.72732,US,MS
Natchez,31.56044,-91.40317,US,MS
Nellieburg,32.40681,-88.77727,US,MS
Nettleton,34.089,-88.62227,US,MS
New Albany,34.49427,-89.00784,US,MS
New Augusta,31.20263,-89.03668,US,MS
New Hope,33.46817,-88.3267,US,MS
Newton,32.32126,-89.16339,US,MS
Nicholson,30.47714,-89.69367,US,MS
North Tunica,34.70093,-90.37815,US,MS
Ocean Springs,30.41131,-88.82781,US,MS
Okolona,34.00178,-88.75533,US,MS
Olive Branch,34.96176,-89.82953,US,MS
Oxford,34.3665,-89.51925,US,MS
Pascagoula,30.36576,-88.55613,US,MS
Pass Christian,30.31575,-89.24754,US,MS
Pearl,32.27459,-90.13203,US,MS
Pearl River,32.78347,-89.22784,US,MS
Pearlington,30.24658,-89.61117,US,MS
Pelahatchie,32.31292,-89.79841,US,MS
Petal,31.34656,-89.26006,US,MS
Philadelphia,32.77152,-89.11673,US,MS
Picayune,30.52556,-89.67788,US,MS
Pickens,32.88374,-89.97147,US,MS
Pittsboro,33.94039,-89.33757,US,MS
Plantersville,34.21344,-88.6645,US,MS
Pontotoc,34.24788,-88.99867,US,MS
Poplarville,30.84019,-89.53423,US,MS
Port Gibson,31.96099,-90.98399,US,MS
Prentiss,31.5985,-89.86702,US,MS
Purvis,31.14324,-89.40979,US,MS
Quitman,32.04015,-88.7281,US,MS
Raleigh,32.03349,-89.52229,US,MS
Rawls Springs,31.38073,-89.37145,US,MS
Raymond,32.25931,-90.4226,US,MS
Richland,32.23904,-90.15842,US,MS
Richton,31.34934,-88.94005,US,MS
Ridgeland,32.42848,-90.13231,US,MS
Ripley,34.72982,-88.95062,US,MS
Rolling Fork,32.90652,-90.87816,US,MS
Ruleville,33.72595,-90.55148,US,MS
Saltillo,34.37649,-88.68172,US,MS
Sardis,34.43705,-89.91592,US,MS
Saucier,30.63575,-89.13504,US,MS
Senatobia,34.6176,-89.9687,US,MS
Shannon,34.11622,-88.71172,US,MS
Sharon,31.7896,-89.09867,US,MS
Shelby,33.95094,-90.76788,US,MS
Southaven,34.98898,-90.01259,US,MS
Saint Martin,30.43798,-88.86809,US,MS
Starkville,33.45049,-88.81961,US,MS
Stonewall,32.13181,-88.79338,US,MS
Summit,31.28379,-90.46843,US,MS
Sumrall,31.41739,-89.54229,US,MS
Sunflower,33.5429,-90.53703,US,MS
Taylorsville,31.8296,-89.42812,US,MS
Tchula,33.1829,-90.22286,US,MS
Terry,32.09626,-90.29426,US,MS
Tunica,34.68455,-90.38288,US,MS
Tupelo,34.25807,-88.70464,US,MS
Tutwiler,34.01483,-90.43176,US,MS
Tylertown,31.11601,-90.14203,US,MS
Union,32.57153,-89.12145,US,MS
University,34.36594,-89.52536,US,MS
Vancleave,30.54047,-88.68752,US,MS
Vardaman,33.87567,-89.17729,US,MS
Verona,34.19427,-88.71977,US,MS
Vicksburg,32.35265,-90.87788,US,MS
Wade,30.64242,-88.56974,US,MS
Walls,34.95824,-90.15256,US,MS
Walnut Grove,32.59042,-89.4584,US,MS
Walthall,33.60734,-89.27729,US,MS
Water Valley,34.1515,-89.63147,US,MS
Waveland,30.28686,-89.37616,US,MS
Waynesboro,31.67488,-88.64615,US,MS
Wesson,31.70128,-90.39759,US,MS
West Gulfport,30.40409,-89.0942,US,MS
West Hattiesburg,31.31906,-89.37506,US,MS
West Point,33.60762,-88.65033,US,MS
Wiggins,30.85824,-89.13533,US,MS
Winona,33.48207,-89.72814,US,MS
Woodville,31.10462,-91.29956,US,MS
Yazoo City,32.85513,-90.40565,US,MS
Aberdeen,35.13155,-79.42948,US,NC
Advance,35.94125,-80.40922,US,NC
Ahoskie,36.28682,-76.98468,US,NC
Albemarle,35.35014,-80.20006,US,NC
Andrews,35.20175,-83.82407,US,NC
Angier,35.5071,-78.73918,US,NC
Apex,35.73265,-78.85029,US,NC
Archdale,35.91458,-79.97198,US,NC
Archer Lodge,35.69404,-78.37556,US,NC
Asheboro,35.70791,-79.81364,US,NC
Asheville,35.60095,-82.55402,US,NC
Atlantic Beach,34.69905,-76.74021,US,NC
Avery Creek,35.46345,-82.58262,US,NC
Ayden,35.47266,-77.41552,US,NC
Badin,35.40597,-80.11672,US,NC
Bakersville,36.01567,-82.15874,US,NC
Balfour,35.34651,-82.47206,US,NC
Banner Elk,36.16318,-81.8715,US,NC
Barker Heights,35.31123,-82.44401,US,NC
Bayboro,35.14294,-76.77021,US,NC
Bayshore,34.28961,-77.78748,US,NC
Beaufort,34.71822,-76.66382,US,NC
Belhaven,35.54017,-76.62299,US,NC
Belmont,35.24292,-81.0373,US,NC
Belville,34.23073,-77.96582,US,NC
Benson,35.38211,-78.54862,US,NC
Bent Creek,35.509,-82.6079,US,NC
Bermuda Run,36.00375,-80.422,US,NC
Bessemer City,35.28486,-81.28397,US,NC
Bethel,35.8071,-77.37886,US,NC
Bethlehem,35.82569,-81.30703,US,NC
Beulaville,34.92378,-77.77387,US,NC
Biltmore Forest,35.53372,-82.52846,US,NC
Biscoe,35.35986,-79.77976,US,NC
Black Mountain,35.6179,-82.32123,US,NC
Bladenboro,34.53878,-78.78752,US,NC
Blowing Rock,36.13513,-81.67761,US,NC
Boiling Spring Lakes,34.03045,-78.06721,US,NC
Boiling Springs,35.25429,-81.66704,US,NC
Bolivia,34.06767,-78.14833,US,NC
Boone,36.21679,-81.67455,US,NC
Boonville,36.23264,-80.70812,US,NC
Brevard,35.23345,-82.73429,US,NC
Brices Creek,35.05599,-77.08773,US,NC
Broad Creek,34.72072,-76.93633,US,NC
Broadway,35.45793,-79.05308,US,NC
Brogden,35.29266,-78.03443,US,NC
Brunswick,34.28684,-78.70113,US,NC
Bryson City,35.43127,-83.44944,US,NC
Buies Creek,35.41322,-78.73557,US,NC
Burgaw,34.55211,-77.9261,US,NC
Burlington,36.09569,-79.4378,US,NC
Burnsville,35.11237,-80.24451,US,NC
Burnsville,35.91734,-82.30096,US,NC
Butner,36.13209,-78.75667,US,NC
Buxton,35.26768,-75.54237,US,NC
Cajahs Mountain,35.83485,-81.54148,US,NC
Calabash,33.89073,-78.56834,US,NC
Camden,36.32849,-76.17188,US,NC
Canton,35.53288,-82.83736,US,NC
Cape Carteret,34.69155,-77.063,US,NC
Carolina Beach,34.03517,-77.8936,US,NC
Carolina Shores,33.90101,-78.58057,US,NC
Carrboro,35.91014,-79.07529,US,NC
Carthage,35.34599,-79.41697,US,NC
Cary,35.79154,-78.78112,US,NC
Castle Hayne,34.35572,-77.89999,US,NC
Cedar Point,34.68766,-77.07245,US,NC
Chadbourn,34.32211,-78.82697,US,NC
Chapel Hill,35.9132,-79.05584,US,NC
Charlotte,35.22709,-80.84313,US,NC
Cherokee,35.47427,-83.31487,US,NC
Cherryville,35.37874,-81.37897,US,NC
China Grove,35.56931,-80.58173,US,NC
Claremont,35.71458,-81.14619,US,NC
Clayton,35.65071,-78.45639,US,NC
Clemmons,36.02153,-80.382,US,NC
Clinton,34.99795,-78.32333,US,NC
Clyde,35.53344,-82.91069,US,NC
Coats,35.40794,-78.67196,US,NC
Columbia,35.91766,-76.25215,US,NC
Columbus,35.25317,-82.19706,US,NC
Concord,35.40888,-80.58158,US,NC
Connelly Springs,35.74291,-81.51343,US,NC
Conover,35.70652,-81.21869,US,NC
Cordova,34.91293,-79.822,US,NC
Cornelius,35.4868,-80.86007,US,NC
Cove Creek,35.60649,-83.01125,US,NC
Cramerton,35.23875,-81.07508,US,NC
Creedmoor,36.12237,-78.68611,US,NC
Cricket,36.17152,-81.19398,US,NC
Cullowhee,35.31371,-83.17653,US,NC
Currituck,36.44988,-76.01548,US,NC
Dallas,35.31653,-81.17619,US,NC
Dana,35.32928,-82.3754,US,NC
Danbury,36.4093,-80.20588,US,NC
Davidson,35.50233,-80.83912,US,NC
Denton,35.63347,-80.11588,US,NC
Denver,35.53125,-81.0298,US,NC
Dobson,36.39569,-80.72257,US,NC
Drexel,35.75791,-81.60426,US,NC
Dunn,35.30627,-78.6089,US,NC
Durham,35.99403,-78.89862,US,NC
East Flat Rock,35.28012,-82.42206,US,NC
East Rockingham,34.91821,-79.76256,US,NC
East Spencer,35.68181,-80.43228,US,NC
Eastover,35.1,-78.8,US,NC
Eden,36.48847,-79.7667,US,NC
Edenton,36.05794,-76.60772,US,NC
Edneyville,35.39401,-82.34095,US,NC
Elizabeth City,36.2946,-76.25105,US,NC
Elizabethtown,34.62934,-78.60529,US,NC
Elkin,36.2443,-80.8484,US,NC
Ellerbe,35.07126,-79.76144,US,NC
Elm City,35.80655,-77.86332,US,NC
Elon,36.10291,-79.50669,US,NC
Elroy,35.34266,-77.90859,US,NC
Emerald Isle,34.67794,-76.95078,US,NC
Enfield,36.18099,-77.66664,US,NC
Enochville,35.52986,-80.66812,US,NC
Erwin,35.32683,-78.67613,US,NC
Etowah,35.31762,-82.59429,US,NC
Fairfield Harbour,35.07655,-76.96356,US,NC
Fairmont,34.49683,-79.1142,US,NC
Fairplains,36.19847,-81.15286,US,NC
Fairview,35.51401,-82.39595,US,NC
Fairview,35.13848,-80.53757,US,NC
Farmville,35.57071,-79.22002,US,NC
Farmville,35.59544,-77.58525,US,NC
Fearrington Village,35.80376,-79.09029,US,NC
Fayetteville,35.05266,-78.87836,US,NC
Flat Rock,35.27123,-82.44151,US,NC
Flat Rock,36.51236,-80.56978,US,NC
Fletcher,35.43067,-82.50123,US,NC
Forest City,35.33401,-81.8651,US,NC
Forest Oaks,35.98819,-79.70614,US,NC
Foscoe,36.16179,-81.76566,US,NC
Four Oaks,35.44488,-78.42695,US,NC
Franklin,35.18232,-83.38154,US,NC
Franklin,35.72125,-80.49895,US,NC
Franklinton,36.10182,-78.45805,US,NC
Franklinville,35.74375,-79.69225,US,NC
Fremont,35.54544,-77.97471,US,NC
Fruitland,35.39651,-82.39317,US,NC
Fuquay-Varina,35.58432,-78.80001,US,NC
Gamewell,35.8693,-81.59621,US,NC
Garner,35.71126,-78.61417,US,NC
Garysburg,36.45099,-77.55887,US,NC
Gastonia,35.26208,-81.1873,US,NC
Gatesville,36.40349,-76.75301,US,NC
Gaston,36.50043,-77.64498,US,NC
Gibsonville,36.10569,-79.54225,US,NC
Glen Alpine,35.72902,-81.77927,US,NC
Glen Raven,36.11319,-79.47641,US,NC
Goldsboro,35.38488,-77.99277,US,NC
Gorman,36.03653,-78.82334,US,NC
Graham,36.06903,-79.40058,US,NC
Granite Falls,35.79652,-81.43065,US,NC
Granite Quarry,35.61236,-80.44673,US,NC
Green Level,36.12097,-79.34419,US,NC
Green Level,35.78209,-78.9039,US,NC
Greensboro,36.07264,-79.79198,US,NC
Greenville,35.61266,-77.36635,US,NC
Grifton,35.37266,-77.43746,US,NC
Half Moon,34.826,-77.45941,US,NC
Halifax,36.32849,-77.58942,US,NC
Hamlet,34.88488,-79.69422,US,NC
Hampstead,34.36767,-77.71053,US,NC
Harkers Island,34.69516,-76.55937,US,NC
Harrisburg,35.32395,-80.65784,US,NC
Havelock,34.87905,-76.90133,US,NC
Haw River,36.09153,-79.36419,US,NC
Hayesville,35.0462,-83.81795,US,NC
Hays,36.24985,-81.11564,US,NC
Hazelwood,35.46871,-83.00403,US,NC
Hemby Bridge,35.10371,-80.62798,US,NC
Henderson,36.32959,-78.39916,US,NC
Hendersonville,35.31873,-82.46095,US,NC
Hertford,36.19016,-76.46605,US,NC
Hickory,35.73319,-81.3412,US,NC
High Point,35.95569,-80.00532,US,NC
Hildebran,35.71402,-81.42203,US,NC
Hillsborough,36.07542,-79.09973,US,NC
Holly Ridge,34.49544,-77.55497,US,NC
Holly Springs,35.65127,-78.83362,US,NC
Hoopers Creek,35.439,-82.46679,US,NC
Hope Mills,34.97044,-78.94531,US,NC
Horse Shoe,35.34317,-82.55651,US,NC
Hudson,35.84846,-81.49593,US,NC
Huntersville,35.41069,-80.84285,US,NC
Icard,35.72735,-81.47065,US,NC
Indian Trail,35.07681,-80.66924,US,NC
Jackson,36.3896,-77.42136,US,NC
Jacksonville,34.75405,-77.43024,US,NC
James City,35.08877,-77.03495,US,NC
Jamestown,35.9943,-79.93531,US,NC
Jefferson,36.4204,-81.47344,US,NC
Jonesville,36.2393,-80.84452,US,NC
Kannapolis,35.48736,-80.62173,US,NC
Kenansville,34.96239,-77.96221,US,NC
Kenly,35.59627,-78.12416,US,NC
